season_id,episode_id,scene_id,utterance_id,speaker,transcript,emotion,character_entities,num_talked_about
s02,e01,c12,u009,Phoebe Buffay,"Oh, yeah. Ok, thank you.",Peaceful,['Rachel Green'],1
s02,e01,c12,u010,Rachel Green,You're welcome.,Neutral,['Phoebe Buffay'],1
s02,e02,c01,u002,Monica Geller,"Ok, these were unbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but I couldn't resist.",Joyful,"['Monica Geller', 'Ben Geller', '#GENERAL#', 'Monica Geller']",4
s02,e02,c01,u003,Phoebe Buffay,"Oh, look at these! Hey, Ben. Just do it. Oh my God, oh, ok, was that too much pressure for him?",Joyful,['Ben Geller'],1
s02,e02,c01,u004,Susan Bunch,"Oh, is he hungry already?",Neutral,['Ben Geller'],1
s02,e02,c01,u005,Carol Willick,I guess so.,Neutral,['Carol Willick'],1
s02,e02,c01,u007,Joey Tribbiani,"I gotta get one, too.",Neutral,['Joey Tribbiani'],1
s02,e02,c01,u008,Ross Geller,What are you guys doing?,Scared,"['Joey Tribbiani', 'Chandler Bing']",2
s02,e02,c01,u011,Joey Tribbiani,"Yeah, we know, but there's a baby suckin' on it.",Neutral,"['Joey Tribbiani', 'Phoebe Buffay', 'Chandler Bing']",3
s02,e02,c01,u012,Ross Geller,"This is my son having lunch, ok? It's gonna happen a lot, so you'd better get used to it. Now if you have any problem with it, if you're uncomfortable, just ask questions. Carol's fine with it, now come on.",Mad,"['Joey Tribbiani', 'Chandler Bing']",2
s02,e02,c01,u013,Ross Geller,Carol?,Neutral,['Carol Willick'],1
s02,e02,c01,u014,Chandler Bing,Carol? I was just wondering if Joey could ask you a question about breast-feeding?,Neutral,"['Chandler Bing', 'Joey Tribbiani', 'Carol Willick']",3
s02,e02,c01,u018,Joey Tribbiani,Chandler?,Neutral,['Chandler Bing'],1
s02,e02,c01,u019,Chandler Bing,"So, uh, how often can you do it?",Scared,['Carol Willick'],1
s02,e02,c01,u020,Carol Willick,As much as he needs.,Neutral,['Ben Geller'],1
s02,e02,c01,u021,Joey Tribbiani,"Ok, I got one, I got one. Uh, if he blows into one, does the other one get bigger?",Joyful,['Ben Geller'],1
s02,e02,c02,u002,Julie,"Rachel, do you have any muffins left?",Neutral,"['Rachel Green', 'Rachel Green']",2
s02,e02,c02,u003,Rachel Green,"Yeah, I forget which ones.",Neutral,['Rachel Green'],1
s02,e02,c02,u006,Julie,"Oh, you're losin' your apron here, let me get it. There you go.",Neutral,['Rachel Green'],1
s02,e02,c02,u007,Rachel Green,Thank you. What a bitch.,Mad,['Julie'],1
s02,e02,c02,u008,Julie,"Oh, listen you guys. I have this friend at Bloomingdale's who's quitting tomorrow and he wants to abuse his discount. So, anyone want to come with me and take advantage of it?",Neutral,"['Julie', ""Julie's friend"", ""Julie's friend"", ""Julie's friend""]",4
s02,e02,c02,u009,Phoebe Buffay,"I can't, I have to take my grandmother to the vet.",Neutral,"['Phoebe Buffay', 'Phoebe Buffay', 'Phoebe Buffay']",3
s02,e02,c02,u010,Monica Geller,"Ok, um, I'll go with you.",Neutral,"['Monica Geller', 'Julie']",2
s02,e02,c02,u012,Ross Geller,"Hi, honey.",Joyful,['Julie'],1
s02,e02,c02,u016,Joey Tribbiani,Monica what're you doin'? You can't go shopping with her? What about Rachel?,Neutral,"['Monica Geller', 'Julie']",2
s02,e02,c02,u018,Chandler Bing,"Come on, you're going to Bloomingdale's with Julie? That's like cheating on Rachel in her house of worship.",Mad,"['Rachel Green', 'Rachel Green']",2
s02,e02,c02,u019,Monica Geller,But I'm...,Neutral,['Monica Geller'],1
s02,e02,c02,u020,Phoebe Buffay,"Monica, she will kill you. She will kill you like a dog in the street.",Scared,"['Rachel Green', 'Monica Geller']",2
s02,e02,c02,u021,Ross Geller,"So, uh, Jules tells me you guys are going shopping tomorrow?",Neutral,"['Julie', 'Ross Geller', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",6
s02,e02,c02,u023,Ross Geller,"It's a big deal to me. This is great, Monica. I really appreciate this.",Joyful,['Monica Geller'],1
s02,e02,c02,u024,Monica Geller,You're welcome.,Neutral,['Ross Geller'],1
s02,e02,c03,u003,Annabelle,"Hey, Joey. So did you hear about the new guy?",Neutral,"['Joey Tribbiani', 'Hombre Man']",2
s02,e02,c03,u005,Annabelle,Nobody knows his name. Me and the girls just call him the Hombre man.,Joyful,"['Annabelle', 'Hombre Man']",2
s02,e02,c03,u007,Joey Tribbiani,What's he doin' in my section?,Scared,"['Hombre Man', 'Joey Tribbiani']",2
s02,e02,c03,u008,Annabelle,I guess he doesn't know.,Neutral,"['Annabelle', 'Hombre Man']",2
s02,e02,c03,u009,Joey Tribbiani,"Well, he's gonna. I'll see you a little later, ok? Hey, how ya doin'?",Mad,"['Joey Tribbiani', 'Annabelle']",2
s02,e02,c03,u011,Joey Tribbiani,"Listen, I know you're new, but it's kinda understood that everything from Young Men's to the escalator is my territory.",Mad,"['Joey Tribbiani', 'Hombre Man', 'Joey Tribbiani']",3
s02,e02,c03,u012,Hombre Man,"Your territory, huh?",Mad,['Joey Tribbiani'],1
s02,e02,c03,u017,Hombre Man,You were saying?,Powerful,['Joey Tribbiani'],1
s02,e02,c04,u002,Monica Geller,"Phoebe, listen. You were with me, and we were shopping all day.",Neutral,"['Phoebe Buffay', 'Monica Geller', 'Phoebe Buffay', 'Monica Geller']",4
s02,e02,c04,u004,Monica Geller,"We were shopping, and we had lunch.",Neutral,"['Phoebe Buffay', 'Monica Geller', 'Phoebe Buffay', 'Monica Geller']",4
s02,e02,c04,u005,Phoebe Buffay,"Oh, all right. What did I have?",Neutral,['Phoebe Buffay'],1
s02,e02,c04,u006,Monica Geller,You had a salad.,Neutral,['Phoebe Buffay'],1
s02,e02,c04,u009,Phoebe Buffay,"I went shopping with Monica all day, and I had a salad.",Neutral,"['Phoebe Buffay', 'Monica Geller', 'Phoebe Buffay']",3
s02,e02,c04,u010,Rachel Green,"Good, Pheebs. What'd you buy?",Neutral,['Phoebe Buffay'],1
s02,e02,c04,u011,Phoebe Buffay,"Um, we went shopping for um, for, fur.",Scared,"['Phoebe Buffay', 'Monica Geller']",2
s02,e02,c04,u012,Rachel Green,You went shopping for fur?,Neutral,['Phoebe Buffay'],1
s02,e02,c04,u013,Phoebe Buffay,"Yes, and then I realized I'm against that, and uh, so then we bought some, uh, boobs.",Scared,"['Phoebe Buffay', 'Phoebe Buffay', 'Phoebe Buffay', 'Monica Geller']",4
s02,e02,c04,u014,Rachel Green,You bought boobs?,Neutral,['Phoebe Buffay'],1
s02,e02,c04,u015,Phoebe Buffay,Bras! We bought bras! We bought bras.,Scared,"['Phoebe Buffay', 'Monica Geller']",2
s02,e02,c05,u002,Joey Tribbiani,"Bijan for men? Bijan for men? Bijan for... Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",Scared,['#OTHER#'],1
s02,e02,c05,u003,Annabelle,"Oh, actually I sorta have plans.",Sad,['Annabelle'],1
s02,e02,c05,u004,Hombre Man,"Ready, Annabelle?",Neutral,['Annabelle'],1
s02,e02,c05,u006,Joey Tribbiani,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne. Bijan for men? Bijan for men?!",Joyful,['#OTHER#'],1
s02,e02,c06,u002,Carol Willick,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",Joyful,"['#OTHER#', '#OTHER#', '#OTHER#']",3
s02,e02,c06,u003,Ross Geller,"Carol, we've been through this before, ok? We have a good time. We laugh, we play. It's like we're father and son.",Powerful,"['Ross Geller', '#GENERAL#']",2
s02,e02,c06,u004,Susan Bunch,"Honey, relax. Ross is great with him. Don't look so surprised. I'm a lovely person.",Joyful,"['Ross Geller', 'Ben Geller']",2
s02,e02,c06,u006,Susan Bunch,"Oh, I got that for him.",Joyful,"['Susan Bunch', 'Ben Geller']",2
s02,e02,c06,u009,Rachel Green,"Did you just say Hi, Jew?",Neutral,['Monica Geller'],1
s02,e02,c06,u010,Monica Geller,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",Joyful,['Monica Geller'],1
s02,e02,c07,u002,Phoebe Buffay,"Ben, dinner!",Joyful,['Ben Geller'],1
s02,e02,c07,u003,Ross Geller,"Thanks Aunt Pheebs. Hey, you didn't microwave that, did you, because it's breast milk, and you're not supposed to do that.",Scared,"['Phoebe Buffay', 'Phoebe Buffay', 'Phoebe Buffay']",3
s02,e02,c07,u005,Chandler Bing,What did you just do?,Mad,['Phoebe Buffay'],1
s02,e02,c07,u006,Phoebe Buffay,"I licked my arm, what?",Powerful,"['Phoebe Buffay', 'Phoebe Buffay']",2
s02,e02,c07,u009,Rachel Green,"Phoebe, that is juice, squeezed from a person.",Powerful,"['Phoebe Buffay', 'Carol Willick']",2
s02,e02,c07,u011,Chandler Bing,What did you just do?,Scared,['Joey Tribbiani'],1
s02,e02,c07,u013,Phoebe Buffay,You won't even taste it?,Peaceful,['Ross Geller'],1
s02,e02,c07,u015,Phoebe Buffay,Not even if you just pretend that it's milk?,Peaceful,['Ross Geller'],1
s02,e02,c07,u016,Ross Geller,Not even if Carol's breast had a picture of a missing child on it.,Neutral,"['Carol Willick', '#GENERAL#']",2
s02,e02,c08,u003,Rachel Green,They took Ben to the park. Where've you been?,No emotion available,['Monica Geller'],1
s02,e02,c08,u004,Monica Geller,"Just out. Had some lunch, just me, little quality time with me. Thanks for your jacket.",No emotion available,"['Monica Geller', 'Monica Geller']",2
s02,e02,c08,u005,Rachel Green,"Oh, no problem. You can borrow it, by the way. Here are your keys, hon.",No emotion available,['Monica Geller'],1
s02,e02,c08,u007,Rachel Green,"Mon, if uh you were at lunch alone, how come it cost you uh 53 dollars?",No emotion available,"['Monica Geller', 'Monica Geller', 'Monica Geller']",3
s02,e02,c08,u008,Monica Geller,You know what probably happened? Someone musta stolen my credit card.,No emotion available,['Monica Geller'],1
s02,e02,c08,u009,Rachel Green,And sorta just put the receipt back in your pocket?,No emotion available,['Monica Geller'],1
s02,e02,c08,u011,Rachel Green,"Monica, what is with you? Who'd you have lunch with?",No emotion available,['Monica Geller'],1
s02,e02,c08,u012,Monica Geller,Judy.,No emotion available,['Julie'],1
s02,e02,c08,u014,Monica Geller,Julie.,No emotion available,['Julie'],1
s02,e02,c08,u016,Monica Geller,Jody!,No emotion available,['Julie'],1
s02,e02,c08,u017,Rachel Green,You were with Julie?,No emotion available,"['Monica Geller', 'Julie']",2
s02,e02,c08,u018,Monica Geller,"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend. And then, one thing led to another and, before I knew it, we were...shopping.",No emotion available,"['Monica Geller', '#GENERAL#', 'Rachel Green', 'Monica Geller']",4
s02,e02,c08,u020,Monica Geller,"Honey, wait. We only did it once. It didn't mean anything to me.",No emotion available,"['#GENERAL#', 'Rachel Green', 'Monica Geller']",3
s02,e02,c08,u022,Monica Geller,"Really, Rachel, I was thinking of you the whole time. Look, I'm sorry, all right. I never meant for you to find out!",No emotion available,['Monica Geller'],1
s02,e02,c08,u023,Rachel Green,"Oh, please, you wanted to get caught.",No emotion available,['Monica Geller'],1
s02,e02,c08,u025,Rachel Green,"Oh, so you just sort of happened to leave it in here?",No emotion available,['Monica Geller'],1
s02,e02,c08,u026,Monica Geller,Did it ever occur to you that I might just be that stupid?,No emotion available,"['Rachel Green', 'Monica Geller']",2
s02,e02,c08,u027,Rachel Green,"Ok, Monica. I just have to know one thing. Did you go with her to Bloomingdale's? Oh! Ok, ok, ok, I just really, uh, I just really need to not be with you right now.",No emotion available,['Rachel Green'],1
s02,e02,c09,u002,Monica Geller,"Hi, who's this? Hi, Joanne. Is Rachel working? It's Monica. Yes, I know I did a horrible thing. Joanne, it's not as simple as all that, ok? No, I don't care what Steve thinks. Hi, Steve.",Sad,['Joanne'],1
s02,e02,c09,u004,Carol Willick,How did we do?,Neutral,"['Ross Geller', 'Joey Tribbiani', 'Susan Bunch', 'Phoebe Buffay', 'Monica Geller', 'Carol Willick', 'Chandler Bing']",7
s02,e02,c09,u005,Phoebe Buffay,"Oh, I tasted Ben's milk, and Ross freaked out.",Neutral,"['Phoebe Buffay', 'Ben Geller', 'Ross Geller']",3
s02,e02,c09,u006,Ross Geller,I did not freak out.,Neutral,['Ross Geller'],1
s02,e02,c09,u007,Carol Willick,Why'd you freak out?,Neutral,['Ross Geller'],1
s02,e02,c09,u009,Carol Willick,My breast milk is gross?,Mad,['Carol Willick'],1
s02,e02,c09,u013,Carol Willick,"Ross, you're being silly. I've tried it, it's no big deal. Just taste it.",Neutral,['Carol Willick'],1
s02,e02,c09,u019,Ross Geller,You've tasted it? You've tasted it.,Scared,['Susan Bunch'],1
s02,e02,c09,u021,Ross Geller,"Oh, you've tasted it.",Neutral,['Susan Bunch'],1
s02,e02,c09,u022,Susan Bunch,"You can keep saying it, but it won't stop being true.",Neutral,['Ross Geller'],1
s02,e02,c09,u023,Ross Geller,Gimme the bottle. Gimme the towel.,Neutral,['Ross Geller'],1
s02,e02,c10,u003,Joey Tribbiani,"Gimme a box a juice. Well, they switched me over to Hombre.",Neutral,"['#GENERAL#', 'Joey Tribbiani']",2
s02,e02,c10,u005,Joey Tribbiani,"Or maybe it's because this guy's doing so good they wanna put more people on it. You should see this guy, Chandler, he goes through two bottles a day.",Sad,"['Chandler Bing', 'Hombre Man', 'Chandler Bing', 'Hombre Man']",4
s02,e02,c10,u006,Chandler Bing,What do you care? You're an actor. This is your day job. This isn't supposed to mean anything to you.,Mad,"['Joey Tribbiani', 'Joey Tribbiani']",2
s02,e02,c10,u007,Joey Tribbiani,"I know, but, I was the best, you know? I liked being the best. I don't know. Maybe I should just get outta the game. They need guys up in housewares to serve cheese.",Mad,['Joey Tribbiani'],1
s02,e02,c10,u008,Chandler Bing,"All right, say you do that. You know sooner or later somebody's gonna come along that slices a better cheddar. And then where're you gonna run?",Neutral,['Joey Tribbiani'],1
s02,e02,c10,u009,Joey Tribbiani,Yeah I guess you're right.,Peaceful,"['Joey Tribbiani', 'Chandler Bing']",2
s02,e02,c10,u010,Chandler Bing,You're damn right I'm right. I say you show this guy what you're made of. I say you stand your ground. I say you show him that you are the baddest hombre west of the lingerie.,Mad,"['Chandler Bing', 'Joey Tribbiani', 'Hombre Man', 'Joey Tribbiani']",4
s02,e02,c10,u011,Joey Tribbiani,I'm gonna do it.,Powerful,['Joey Tribbiani'],1
s02,e02,c10,u012,Chandler Bing,All right. Now go see Miss Kitty and she'll fix you up with a nice hooker.,Joyful,"['Miss Kitty', 'Miss Kitty', 'Joey Tribbiani']",3
s02,e02,c11,u002,Monica Geller,I don't know what else to say.,Sad,['Monica Geller'],1
s02,e02,c11,u003,Rachel Green,"Well that works out good, because I'm not listening.",Powerful,['Rachel Green'],1
s02,e02,c11,u004,Monica Geller,"I feel terrible, I really do.",Sad,"['Monica Geller', 'Monica Geller']",2
s02,e02,c11,u005,Rachel Green,"Oh, I'm sorry, did my back hurt your knife?",Mad,"['Rachel Green', 'Rachel Green', 'Monica Geller']",3
s02,e02,c11,u009,Rachel Green,"Yes. Monica, you don't get it. It's bad enough that she's stolen the guy who might actually be the person that I am supposed to be with, but now, she's actually , but now she's actually stealing you.",Sad,"['Monica Geller', 'Monica Geller']",2
s02,e02,c11,u010,Monica Geller,"Me? What are you talking about? Nobody could steal me from you. I mean, just because I'm friends with her doesn't make me any less friends with you. I mean, you're my...We're, we're...Oh, I love you.",Scared,['Rachel Green'],1
s02,e02,c11,u011,Rachel Green,I love you too.,Peaceful,"['Rachel Green', 'Monica Geller']",2
s02,e02,c11,u012,Phoebe Buffay,"You guys, um I know that this really doesn't have anything to do with me, but um I love you guys too. Oh, I really needed that.",Joyful,['Phoebe Buffay'],1
s02,e02,c11,u013,Monica Geller,"Look, I know that you're in a place right now where you really need to hate Julie's guts, but she didn't do anything wrong. I mean, she was just a girl who met a guy, and now they go out. I really think that if you gave her a chance, you'd like her. Would you just give that a chance, for me?",Scared,"['Monica Geller', 'Julie', 'Julie', 'Ross Geller', 'Ross Geller', '#GENERAL#', 'Phoebe Buffay']",7
s02,e02,c11,u014,Rachel Green,"I'd do anything for you, you know that.",Peaceful,"['Rachel Green', 'Monica Geller', 'Monica Geller']",3
s02,e02,c11,u015,Monica Geller,I'd do anything for you.,Peaceful,"['Monica Geller', 'Rachel Green']",2
s02,e02,c12,u002,Joey Tribbiani,"Mornin'. I said, mornin'.",Mad,['Joey Tribbiani'],1
s02,e02,c12,u003,Hombre Man,I heard ya.,Neutral,"['Hombre Man', 'Joey Tribbiani']",2
s02,e02,c12,u004,Store Guy,"All right, everybody, I'm openin' the doors. You boys ready?",Neutral,"['Joey Tribbiani', 'Hombre Man']",2
s02,e02,c12,u006,Joey Tribbiani,"Yeah, I'm ready.",Powerful,['Joey Tribbiani'],1
s02,e02,c12,u007,Customer,"You idiot, you stupid cowboy, you blinded me, I'm suing!",Mad,"['Hombre Man', 'Hombre Man', 'Hombre Man', 'Customer', 'Customer']",5
s02,e02,c12,u008,Store Guy,"Oh my god, Todd! What the hell did you do?",Mad,['Hombre Man'],1
s02,e02,c12,u009,Hombre Man,"I'm sorry. I am such a doofus. I'm so sorry, I'm so sorry.",Scared,['Hombre Man'],1
s02,e02,c12,u010,Annabelle,"My god, what happened?",Scared,['Annabelle'],1
s02,e02,c12,u011,Joey Tribbiani,"These new kids, they never last. Sooner or later, they all...stop lastin'. Listen, uh, what do you say I buy you that cup of coffee now?",Neutral,['#GENERAL#'],1
s02,e02,c13,u003,Rachel Green,"So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked. I guess you'd know that, being one of the two of us, though, right?",Scared,"['Rachel Green', 'Julie', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Chandler Bing']",6
s02,e02,c13,u004,Julie,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",Scared,"['Julie', 'Julie', 'Rachel Green', 'Julie', 'Rachel Green']",5
s02,e02,c13,u005,Rachel Green,Really? Me?,Scared,['Rachel Green'],1
s02,e02,c13,u006,Julie,"Yes. Oh my god, are you kidding? Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.",Sad,['Rachel Green'],1
s02,e02,c13,u007,Rachel Green,"Well, you're not totally paranoid.",Neutral,['Julie'],1
s02,e02,c13,u009,Rachel Green,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",Sad,"['Julie', 'Ross Geller', 'Rachel Green', 'Rachel Green', 'Julie', 'Rachel Green', 'Rachel Green', 'Ross Geller', 'Julie', 'Ross Geller', 'Julie', 'Monica Geller', 'Julie', 'Rachel Green', 'Monica Geller']",15
s02,e02,c13,u010,Julie,"Thanks. Hey, listen, would you like to go to a movie sometime or something?",Peaceful,['Rachel Green'],1
s02,e02,c13,u011,Rachel Green,"Yeah, that'd be great. I'd love it.",Joyful,['Rachel Green'],1
s02,e02,c13,u012,Julie,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",Neutral,['Julie'],1
s02,e02,c13,u013,Rachel Green,"All right, Julie.",Neutral,['Julie'],1
s02,e02,c13,u015,Rachel Green,Bye. What a manipulative bitch.,Mad,['Julie'],1
s02,e03,c01,u002,Monica Geller,So how was Joan?,No emotion available,['Joan'],1
s02,e03,c01,u003,Chandler Bing,I broke up with her.,No emotion available,"['Chandler Bing', 'Joan']",2
s02,e03,c01,u004,Chandler Bing,"They were huge. When she sneezed, bats flew out of them.",No emotion available,"['Joan', 'Non-Entity']",2
s02,e03,c01,u005,Rachel Green,"Come on, they were not that huge.",No emotion available,['Non-Entity'],1
s02,e03,c01,u006,Chandler Bing,"I'm tellin' you, she leaned back, I could see her brain.",No emotion available,"['Chandler Bing', 'Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Joan', 'Chandler Bing', 'Joan']",9
s02,e03,c01,u007,Monica Geller,How many perfectly fine women are you gonna reject over the most superficial insignificant things?,No emotion available,['Chandler Bing'],1
s02,e03,c01,u008,Joey Tribbiani,"Hold it hold it. I gotta side with Chandler on this one. When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple. It made me nuts.",No emotion available,"['Joey Tribbiani', 'Chandler Bing', '#OTHER#']",3
s02,e03,c01,u009,Chandler Bing,You or me?,No emotion available,"['Joey Tribbiani', 'Chandler Bing']",2
s02,e03,c01,u010,Ross Geller,"I got it. Uh, Joey, women don't have Adam's apples.",No emotion available,"['Joey Tribbiani', '#OTHER#']",2
s02,e03,c01,u011,Joey Tribbiani,"You guys are messin' with me, right?",No emotion available,"['Ross Geller', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing', 'Joey Tribbiani']",6
s02,e03,c01,u013,Joey Tribbiani,"That was a good one. For a second there, I was like, ""whoa.""",No emotion available,['Joey Tribbiani'],1
s02,e03,c01,u014,Phoebe Buffay,You name one woman that you broke up with for a real reason.,No emotion available,"['Chandler Bing', '#GENERAL#', 'Chandler Bing']",3
s02,e03,c01,u015,Chandler Bing,Maureen Rosilla.,No emotion available,['Maureen Rosilla'],1
s02,e03,c01,u017,Monica Geller,"Hello, Mr. Heckles.",No emotion available,['Mr. Heckles'],1
s02,e03,c01,u018,Mr. Heckles,You're doing it again.,No emotion available,"['Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing', '#OTHER#']",7
s02,e03,c01,u019,Monica Geller,We're not doing anything.,No emotion available,"['Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",6
s02,e03,c01,u020,Mr. Heckles,You're stomping. It's disturbing my birds.,No emotion available,"['#OTHER#', 'Mr. Heckles']",2
s02,e03,c01,u021,Rachel Green,You don't have birds.,No emotion available,['Mr. Heckles'],1
s02,e03,c01,u022,Mr. Heckles,I could have birds.,No emotion available,['Mr. Heckles'],1
s02,e03,c01,u023,Monica Geller,"Ok, Mr. Heckles, we'll try to keep it down.",No emotion available,"['Mr. Heckles', 'Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing', '#OTHER#']",8
s02,e03,c01,u024,Mr. Heckles,Thank you. I'm going to rejoin my dinner party.,No emotion available,"['Mr. Heckles', 'Mr. Heckles']",2
s02,e03,c01,u026,Chandler Bing,"Ok, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",No emotion available,['Janice Litman Goralnik'],1
s02,e03,c01,u027,Ross Geller,We'll give you Janice.,No emotion available,"['Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing', 'Janice Litman Goralnik']",7
s02,e03,c01,u028,Phoebe Buffay,"I miss Janice though. ""Hello, Chandler Bing.""",No emotion available,['Chandler Bing'],1
s02,e03,c01,u029,Rachel Green,"""Oh, my, god.""",No emotion available,['#GENERAL#'],1
s02,e03,c01,u031,Monica Geller,"Stop with the broom, we're not making noise.",No emotion available,"['Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",6
s02,e03,c01,u032,Rachel Green,We won. We won!,No emotion available,"['Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",6
s02,e03,c02,u001,Monica Geller,Mr. Heckles.,Neutral,['Mr. Heckles'],1
s02,e03,c02,u003,Mr. Treeger,He musta been sweepin'. They found a broom in his hand.,Sad,"['#GENERAL#', 'Mr. Heckles']",2
s02,e03,c02,u005,Mr. Treeger,I know. I was sweepin' yesterday. It coulda been me.,Sad,['Mr. Treeger'],1
s02,e03,c02,u006,Ross Geller,"Sure, sweepin'. You never know.",Sad,['Mr. Treeger'],1
s02,e03,c02,u007,Mr. Treeger,You never know.,Sad,['Ross Geller'],1
s02,e03,c02,u008,Phoebe Buffay,"Ok, it's very faint, but I can still sense him in the building. Go into the light, Mr. Heckles!",Sad,['Mr. Heckles'],1
s02,e03,c02,u009,Chandler Bing,"Ok, Phoebe.",Neutral,['Phoebe Buffay'],1
s02,e03,c02,u013,Ross Geller,"Whoa, whoa, whoa. What, you don't, uh, you don't believe in evolution?",Scared,"['Phoebe Buffay', 'Phoebe Buffay']",2
s02,e03,c02,u015,Ross Geller,You don't believe in evolution?,Scared,['Phoebe Buffay'],1
s02,e03,c02,u016,Phoebe Buffay,"I don't know, it's just, you know...monkeys, Darwin, you know, it's a, it's a nice story, I just think it's a little too easy.",Peaceful,"['Charles Darwin', '#GENERAL#', '#OTHER#', '#OTHER#', 'Phoebe Buffay', '#OTHER#']",6
s02,e03,c02,u018,Phoebe Buffay,"Yeah, I just don't buy it.",Peaceful,"['Phoebe Buffay', '#OTHER#']",2
s02,e03,c02,u019,Ross Geller,"Uh, excuse me. Evolution is not for you to buy, Phoebe. Evolution is scientific fact, like, like, like the air we breathe, like gravity.",Mad,"['Phoebe Buffay', 'Phoebe Buffay']",2
s02,e03,c02,u020,Phoebe Buffay,"Ok, don't get me started on gravity.",Peaceful,['Phoebe Buffay'],1
s02,e03,c02,u021,Ross Geller,"You uh, you don't believe in gravity?",Mad,"['Phoebe Buffay', 'Phoebe Buffay']",2
s02,e03,c02,u022,Phoebe Buffay,"Well, it's not so much that you know, like I don't believe in it, you know, it's just...I don't know, lately I get the feeling that I'm not so much being pulled down as I am being pushed.",Peaceful,"['Phoebe Buffay', 'Phoebe Buffay', 'Phoebe Buffay', 'Phoebe Buffay']",4
s02,e03,c02,u023,Chandler Bing,"Uh-Oh. It's Isaac Newton, and he's pissed.",Joyful,"['#OTHER#', 'Isaac Newton', 'Isaac Newton']",3
s02,e03,c03,u001,Mr. Treeger,"There she is. And over there, that's the other one. This is Mr. Buddy Boyle, Mr. Heckles' attorney. He'd like to talk to you.",Joyful,['Rachel Green'],1
s02,e03,c03,u002,Monica Geller,What can we do for you?,Joyful,"['Rachel Green', 'Monica Geller', 'Buddy Boyles']",3
s02,e03,c03,u004,Monica Geller,"Well, what about his family?",Sad,['Mr. Heckles'],1
s02,e03,c03,u005,Buddy Boyles,He didn't have any.,Powerful,['Mr. Heckles'],1
s02,e03,c03,u006,Rachel Green,"Ok, so let's talk money.",Peaceful,"['Buddy Boyles', 'Rachel Green', 'Monica Geller']",3
s02,e03,c03,u007,Buddy Boyles,"All right, there was none. Let's talk signing. You be noisy girl number one, you be noisy girl number two.",Powerful,"['Buddy Boyles', 'Rachel Green', 'Monica Geller']",3
s02,e03,c04,u001,Monica Geller,"I can't believe that this whole time we thought he hated us. I mean, isn't it amazing how much you can touch someone's life, without even knowing it?...Would you look at this dump? He hated us. This is his final revenge!",No emotion available,"['#GENERAL#', '#OTHER#', '#GENERAL#', '#OTHER#']",4
s02,e03,c04,u002,Rachel Green,Have you ever seen so much crap?,No emotion available,"['Ross Geller', 'Joey Tribbiani', 'Phoebe Buffay', 'Monica Geller', 'Chandler Bing']",5
s02,e03,c04,u003,Chandler Bing,"Actually, I think this apartment sullies the good name of crap",No emotion available,['Chandler Bing'],1
s02,e03,c04,u004,Joey Tribbiani,Check this out. Can I have this?,No emotion available,['Joey Tribbiani'],1
s02,e03,c05,u001,Ross Geller,How can you not believe in evolution?,Scared,['Phoebe Buffay'],1
